1.015	0.99
1.0151	0.99
1.0152	0.99
1.0153	0.99
1.0154	0.99
1.0155	0.99
1.0156	0.99
1.0157	0.99
1.0158	0.99
1.0159	0.99
1.016	0.99
1.0161	0.99
1.0162	0.99
1.0163	0.99
1.0164	0.99
1.0165	0.99
1.0166	0.99
1.0167	0.99
1.0168	0.99
1.0169	0.99
1.017	0.99
1.0171	0.99
1.0172	0.99
1.0173	0.99
1.0174	0.99
1.0175	0.99
1.0176	0.99
1.0177	0.99
1.0178	0.99
1.0179	0.99
1.018	0.99
1.0181	0.99
1.0182	0.99
1.0183	0.99
1.0184	0.99
1.0185	0.99
1.0186	0.99
1.0187	0.99
1.0188	0.99
1.0189	0.99
1.019	0.99
1.0191	0.99
1.0192	0.99
1.0193	0.99
1.0194	0.99
1.0195	0.99
1.0196	0.99
1.0197	0.99
1.0198	0.99
1.0199	0.99
1.02	0.98
1.0201	0.98
1.0202	0.98
1.0203	0.98
1.0204	0.98
1.0205	0.98
1.0206	0.98
1.0207	0.98
1.0208	0.98
1.0209	0.98
1.021	0.98
1.0211	0.98
1.0212	0.98
1.0213	0.98
1.0214	0.98
1.0215	0.98
1.0216	0.98
1.0217	0.98
1.0218	0.98
1.0219	0.98
1.022	0.98
1.0221	0.98
1.0222	0.98
1.0223	0.98
1.0224	0.98
1.0225	0.98
1.0226	0.98
1.0227	0.98
1.0228	0.98
1.0229	0.98
1.023	0.98
1.0231	0.98
1.0232	0.98
1.0233	0.98
1.0234	0.98
1.0235	0.98
1.0236	0.98
1.0237	0.98
1.0238	0.98
1.0239	0.98
1.024	0.98
1.0241	0.98
1.0242	0.98
1.0243	0.98
1.0244	0.98
1.0245	0.98
1.0246	0.98
1.0247	0.98
1.0248	0.98
1.0249	0.98
1.025	0.98
1.0251	0.98
1.0252	0.98
1.0253	0.98
1.0254	0.97
1.0255	0.97
1.0256	0.97
1.0257	0.97
1.0258	0.97
1.0259	0.97
1.026	0.97
1.0261	0.97
1.0262	0.97
1.0263	0.97
1.0264	0.97
1.0265	0.97
1.0266	0.97
1.0267	0.97
1.0268	0.97
1.0269	0.97
1.027	0.97
1.0271	0.97
1.0272	0.97
1.0273	0.97
1.0274	0.97
1.0275	0.97
1.0276	0.97
1.0277	0.97
1.0278	0.97
1.0279	0.97
1.028	0.97
1.0281	0.97
1.0282	0.97
1.0283	0.97
1.0284	0.97
1.0285	0.97
1.0286	0.97
1.0287	0.97
1.0288	0.97
1.0289	0.97
1.029	0.97
1.0291	0.97
1.0292	0.97
1.0293	0.97
1.0294	0.97
1.0295	0.96
1.0296	0.96
1.0297	0.96
1.0298	0.96
1.0299	0.96
1.03	0.96
1.0301	0.96
1.0302	0.96
1.0303	0.96
1.0304	0.96
1.0305	0.96
1.0306	0.96
1.0307	0.96
1.0308	0.96
1.0309	0.96
1.031	0.96
1.0311	0.96
1.0312	0.96
1.0313	0.96
1.0314	0.96
1.0315	0.96
1.0316	0.96
1.0317	0.96
1.0318	0.96
1.0319	0.96
1.032	0.96
1.0321	0.96
1.0322	0.96
1.0323	0.96
1.0324	0.96
1.0325	0.96
1.0326	0.96
1.0327	0.96
1.0328	0.95
1.0329	0.95
1.033	0.95
1.0331	0.95
1.0332	0.95
1.0333	0.95
1.0334	0.95
1.0335	0.95
1.0336	0.95
1.0337	0.95
1.0338	0.95
1.0339	0.95
1.034	0.95
1.0341	0.95
1.0342	0.95
1.0343	0.95
1.0344	0.95
1.0345	0.95
1.0346	0.95
1.0347	0.95
1.0348	0.95
1.0349	0.95
1.035	0.95
1.0351	0.95
1.0352	0.95
1.0353	0.95
1.0354	0.95
1.0355	0.95
1.0356	0.94
1.0357	0.94
1.0358	0.94
1.0359	0.94
1.036	0.94
1.0361	0.94
1.0362	0.94
1.0363	0.94
1.0364	0.94
1.0365	0.94
1.0366	0.94
1.0367	0.94
1.0368	0.94
1.0369	0.94
1.037	0.94
1.0371	0.94
1.0372	0.94
1.0373	0.94
1.0374	0.94
1.0375	0.94
1.0376	0.94
1.0377	0.94
1.0378	0.94
1.0379	0.94
1.038	0.94
1.0381	0.93
1.0382	0.93
1.0383	0.93
1.0384	0.93
1.0385	0.93
1.0386	0.93
1.0387	0.93
1.0388	0.93
1.0389	0.93
1.039	0.93
1.0391	0.93
1.0392	0.93
1.0393	0.93
1.0394	0.93
1.0395	0.93
1.0396	0.93
1.0397	0.93
1.0398	0.93
1.0399	0.93
1.04	0.93
1.0401	0.93
1.0402	0.93
1.0403	0.92
1.0404	0.92
1.0405	0.92
1.0406	0.92
1.0407	0.92
1.0408	0.92
1.0409	0.92
1.041	0.92
1.0411	0.92
1.0412	0.92
1.0413	0.92
1.0414	0.92
1.0415	0.92
1.0416	0.92
1.0417	0.92
1.0418	0.92
1.0419	0.92
1.042	0.92
1.0421	0.92
1.0422	0.92
1.0423	0.92
1.0424	0.91
1.0425	0.91
1.0426	0.91
1.0427	0.91
1.0428	0.91
1.0429	0.91
1.043	0.91
1.0431	0.91
1.0432	0.91
1.0433	0.91
1.0434	0.91
1.0435	0.91
1.0436	0.91
1.0437	0.91
1.0438	0.91
1.0439	0.91
1.044	0.91
1.0441	0.91
1.0442	0.90
1.0443	0.90
1.0444	0.90
1.0445	0.90
1.0446	0.90
1.0447	0.90
1.0448	0.90
1.0449	0.90
1.045	0.90
1.0451	0.90
1.0452	0.90
1.0453	0.90
1.0454	0.90
1.0455	0.90
1.0456	0.90
1.0457	0.90
1.0458	0.90
1.0459	0.89
1.046	0.89
1.0461	0.89
1.0462	0.89
1.0463	0.89
1.0464	0.89
1.0465	0.89
1.0466	0.89
1.0467	0.89
1.0468	0.89
1.0469	0.89
1.047	0.89
1.0471	0.89
1.0472	0.89
1.0473	0.89
1.0474	0.89
1.0475	0.88
1.0476	0.88
1.0477	0.88
1.0478	0.88
1.0479	0.88
1.048	0.88
1.0481	0.88
1.0482	0.88
1.0483	0.88
1.0484	0.88
1.0485	0.88
1.0486	0.88
1.0487	0.88
1.0488	0.88
1.0489	0.88
1.049	0.87
1.0491	0.87
1.0492	0.87
1.0493	0.87
1.0494	0.87
1.0495	0.87
1.0496	0.87
1.0497	0.87
1.0498	0.87
1.0499	0.87
1.05	0.87
1.0501	0.87
1.0502	0.87
1.0503	0.87
1.0504	0.86
1.0505	0.86
1.0506	0.86
1.0507	0.86
1.0508	0.86
1.0509	0.86
1.051	0.86
1.0511	0.86
1.0512	0.86
1.0513	0.86
1.0514	0.86
1.0515	0.86
1.0516	0.86
1.0517	0.85
1.0518	0.85
1.0519	0.85
1.052	0.85
1.0521	0.85
1.0522	0.85
1.0523	0.85
1.0524	0.85
1.0525	0.85
1.0526	0.85
1.0527	0.85
1.0528	0.85
1.0529	0.85
1.053	0.84
1.0531	0.84
1.0532	0.84
1.0533	0.84
1.0534	0.84
1.0535	0.84
1.0536	0.84
1.0537	0.84
1.0538	0.84
1.0539	0.84
1.054	0.84
1.0541	0.84
1.0542	0.83
1.0543	0.83
1.0544	0.83
1.0545	0.83
1.0546	0.83
1.0547	0.83
1.0548	0.83
1.0549	0.83
1.055	0.83
1.0551	0.83
1.0552	0.83
1.0553	0.83
1.0554	0.82
1.0555	0.82
1.0556	0.82
1.0557	0.82
1.0558	0.82
1.0559	0.82
1.056	0.82
1.0561	0.82
1.0562	0.82
1.0563	0.82
1.0564	0.82
1.0565	0.81
1.0566	0.81
1.0567	0.81
1.0568	0.81
1.0569	0.81
1.057	0.81
1.0571	0.81
1.0572	0.81
1.0573	0.81
1.0574	0.81
1.0575	0.81
1.0576	0.80
1.0577	0.80
1.0578	0.80
1.0579	0.80
1.058	0.80
1.0581	0.80
1.0582	0.80
1.0583	0.80
1.0584	0.80
1.0585	0.80
1.0586	0.79
1.0587	0.79
1.0588	0.79
1.0589	0.79
1.059	0.79
1.0591	0.79
1.0592	0.79
1.0593	0.79
1.0594	0.79
1.0595	0.79
1.0596	0.78
1.0597	0.78
1.0598	0.78
1.0599	0.78
1.06	0.78
1.0601	0.78
1.0602	0.78
1.0603	0.78
1.0604	0.78
1.0605	0.77
1.0606	0.77
1.0607	0.77
1.0608	0.77
1.0609	0.77
1.061	0.77
1.0611	0.77
1.0612	0.77
1.0613	0.77
1.0614	0.77
1.0615	0.76
1.0616	0.76
1.0617	0.76
1.0618	0.76
1.0619	0.76
1.062	0.76
1.0621	0.76
1.0622	0.76
1.0623	0.76
1.0624	0.75
1.0625	0.75
1.0626	0.75
1.0627	0.75
1.0628	0.75
1.0629	0.75
1.063	0.75
1.0631	0.75
1.0632	0.74
1.0633	0.74
1.0634	0.74
1.0635	0.74
1.0636	0.74
1.0637	0.74
1.0638	0.74
1.0639	0.74
1.064	0.74
1.0641	0.73
1.0642	0.73
1.0643	0.73
1.0644	0.73
1.0645	0.73
1.0646	0.73
1.0647	0.73
1.0648	0.73
1.0649	0.72
1.065	0.72
1.0651	0.72
1.0652	0.72
1.0653	0.72
1.0654	0.72
1.0655	0.72
1.0656	0.72
1.0657	0.71
1.0658	0.71
1.0659	0.71
1.066	0.71
1.0661	0.71
1.0662	0.71
1.0663	0.71
1.0664	0.71
1.0665	0.70
1.0666	0.70
1.0667	0.70
1.0668	0.70
1.0669	0.70
1.067	0.70
1.0671	0.70
1.0672	0.70
1.0673	0.69
1.0674	0.69
1.0675	0.69
1.0676	0.69
1.0677	0.69
1.0678	0.69
1.0679	0.69
1.068	0.68
1.0681	0.68
1.0682	0.68
1.0683	0.68
1.0684	0.68
1.0685	0.68
1.0686	0.68
1.0687	0.68
1.0688	0.67
1.0689	0.67
1.069	0.67
1.0691	0.67
1.0692	0.67
1.0693	0.67
1.0694	0.67
1.0695	0.66
1.0696	0.66
1.0697	0.66
1.0698	0.66
1.0699	0.66
1.07	0.66
1.0701	0.66
1.0702	0.65
1.0703	0.65
1.0704	0.65
1.0705	0.65
1.0706	0.65
1.0707	0.65
1.0708	0.65
1.0709	0.64
1.071	0.64
1.0711	0.64
1.0712	0.64
1.0713	0.64
1.0714	0.64
1.0715	0.64
1.0716	0.63
1.0717	0.63
1.0718	0.63
1.0719	0.63
1.072	0.63
1.0721	0.63
1.0722	0.62
1.0723	0.62
1.0724	0.62
1.0725	0.62
1.0726	0.62
1.0727	0.62
1.0728	0.62
1.0729	0.61
1.073	0.61
1.0731	0.61
1.0732	0.61
1.0733	0.61
1.0734	0.61
1.0735	0.60
1.0736	0.60
1.0737	0.60
1.0738	0.60
1.0739	0.60
1.074	0.60
1.0741	0.60
1.0742	0.59
1.0743	0.59
1.0744	0.59
1.0745	0.59
1.0746	0.59
1.0747	0.59
1.0748	0.58
1.0749	0.58
1.075	0.58
1.0751	0.58
1.0752	0.58
1.0753	0.58
1.0754	0.57
1.0755	0.57
1.0756	0.57
1.0757	0.57
1.0758	0.57
1.0759	0.57
1.076	0.56
1.0761	0.56
1.0762	0.56
1.0763	0.56
1.0764	0.56
1.0765	0.56
1.0766	0.56
1.0767	0.55
1.0768	0.55
1.0769	0.55
1.077	0.55
1.0771	0.55
1.0772	0.54
1.0773	0.54
1.0774	0.54
1.0775	0.54
1.0776	0.54
1.0777	0.54
1.0778	0.53
1.0779	0.53
1.078	0.53
1.0781	0.53
1.0782	0.53
1.0783	0.53
1.0784	0.52
1.0785	0.52
1.0786	0.52
1.0787	0.52
1.0788	0.52
1.0789	0.52
1.079	0.51
1.0791	0.51
1.0792	0.51
1.0793	0.51
1.0794	0.51
1.0795	0.51
1.0796	0.50
1.0797	0.50
1.0798	0.50
1.0799	0.50
1.08	0.50
1.0801	0.49
1.0802	0.49
1.0803	0.49
1.0804	0.49
1.0805	0.49
1.0806	0.49
1.0807	0.48
1.0808	0.48
1.0809	0.48
1.081	0.48
1.0811	0.48
1.0812	0.47
1.0813	0.47
1.0814	0.47
1.0815	0.47
1.0816	0.47
1.0817	0.47
1.0818	0.46
1.0819	0.46
1.082	0.46
1.0821	0.46
1.0822	0.46
1.0823	0.45
1.0824	0.45
1.0825	0.45
1.0826	0.45
1.0827	0.45
1.0828	0.45
1.0829	0.44
1.083	0.44
1.0831	0.44
1.0832	0.44
1.0833	0.44
1.0834	0.43
1.0835	0.43
1.0836	0.43
1.0837	0.43
1.0838	0.43
1.0839	0.42
1.084	0.42
1.0841	0.42
1.0842	0.42
1.0843	0.42
1.0844	0.42
1.0845	0.41
1.0846	0.41
1.0847	0.41
1.0848	0.41
1.0849	0.41
1.085	0.40
1.0851	0.40
1.0852	0.40
1.0853	0.40
1.0854	0.40
1.0855	0.39
1.0856	0.39
1.0857	0.39
1.0858	0.39
1.0859	0.39
1.086	0.38
1.0861	0.38
1.0862	0.38
1.0863	0.38
1.0864	0.38
1.0865	0.38
1.0866	0.37
1.0867	0.37
1.0868	0.37
1.0869	0.37
1.087	0.37
1.0871	0.36
1.0872	0.36
1.0873	0.36
1.0874	0.36
1.0875	0.36
1.0876	0.35
1.0877	0.35
1.0878	0.35
1.0879	0.35
1.088	0.35
1.0881	0.34
1.0882	0.34
1.0883	0.34
1.0884	0.34
1.0885	0.34
1.0886	0.33
1.0887	0.33
1.0888	0.33
1.0889	0.33
1.089	0.33
1.0891	0.32
1.0892	0.32
1.0893	0.32
1.0894	0.32
1.0895	0.32
1.0896	0.32
1.0897	0.31
1.0898	0.31
1.0899	0.31
1.09	0.31
1.0901	0.31
1.0902	0.30
1.0903	0.30
1.0904	0.30
1.0905	0.30
1.0906	0.30
1.0907	0.29
1.0908	0.29
1.0909	0.29
1.091	0.29
1.0911	0.29
1.0912	0.28
1.0913	0.28
1.0914	0.28
1.0915	0.28
1.0916	0.28
1.0917	0.27
1.0918	0.27
1.0919	0.27
1.092	0.27
1.0921	0.27
1.0922	0.26
1.0923	0.26
1.0924	0.26
1.0925	0.26
1.0926	0.26
1.0927	0.25
1.0928	0.25
1.0929	0.25
1.093	0.25
1.0931	0.25
1.0932	0.25
1.0933	0.24
1.0934	0.24
1.0935	0.24
1.0936	0.24
1.0937	0.24
1.0938	0.23
1.0939	0.23
1.094	0.23
1.0941	0.23
1.0942	0.23
1.0943	0.22
1.0944	0.22
1.0945	0.22
1.0946	0.22
1.0947	0.22
1.0948	0.21
1.0949	0.21
1.095	0.21
1.0951	0.21
1.0952	0.21
1.0953	0.21
1.0954	0.20
1.0955	0.20
1.0956	0.20
1.0957	0.20
1.0958	0.20
1.0959	0.19
1.096	0.19
1.0961	0.19
1.0962	0.19
1.0963	0.19
1.0964	0.18
1.0965	0.18
1.0966	0.18
1.0967	0.18
1.0968	0.18
1.0969	0.18
1.097	0.17
1.0971	0.17
1.0972	0.17
1.0973	0.17
1.0974	0.17
1.0975	0.16
1.0976	0.16
1.0977	0.16
1.0978	0.16
1.0979	0.16
1.098	0.16
1.0981	0.15
1.0982	0.15
1.0983	0.15
1.0984	0.15
1.0985	0.15
1.0986	0.15
1.0987	0.14
1.0988	0.14
1.0989	0.14
1.099	0.14
1.0991	0.14
1.0992	0.14
1.0993	0.13
1.0994	0.13
1.0995	0.13
1.0996	0.13
1.0997	0.13
1.0998	0.13
1.0999	0.12
1.1	0.12
1.1001	0.12
1.1002	0.12
1.1003	0.12
1.1004	0.12
1.1005	0.11
1.1006	0.11
1.1007	0.11
1.1008	0.11
1.1009	0.11
1.101	0.11
1.1011	0.10
1.1012	0.10
1.1013	0.10
1.1014	0.10
1.1015	0.10
1.1016	0.10
1.1017	0.10
1.1018	0.09
1.1019	0.09
1.102	0.09
1.1021	0.09
1.1022	0.09
1.1023	0.09
1.1024	0.08
1.1025	0.08
1.1026	0.08
1.1027	0.08
1.1028	0.08
1.1029	0.08
1.103	0.08
1.1031	0.07
1.1032	0.07
1.1033	0.07
1.1034	0.07
1.1035	0.07
1.1036	0.07
1.1037	0.07
1.1038	0.07
1.1039	0.06
1.104	0.06
1.1041	0.06
1.1042	0.06
1.1043	0.06
1.1044	0.06
1.1045	0.06
1.1046	0.05
1.1047	0.05
1.1048	0.05
1.1049	0.05
1.105	0.05
1.1051	0.05
1.1052	0.05
1.1053	0.05
1.1054	0.05
1.1055	0.04
1.1056	0.04
1.1057	0.04
1.1058	0.04
1.1059	0.04
1.106	0.04
1.1061	0.04
1.1062	0.04
1.1063	0.04
1.1064	0.03
1.1065	0.03
1.1066	0.03
1.1067	0.03
1.1068	0.03
1.1069	0.03
1.107	0.03
1.1071	0.03
1.1072	0.03
1.1073	0.03
1.1074	0.02
1.1075	0.02
1.1076	0.02
1.1077	0.02
1.1078	0.02
1.1079	0.02
1.108	0.02
1.1081	0.02
1.1082	0.02
1.1083	0.02
1.1084	0.02
1.1085	0.02
1.1086	0.02
1.1087	0.01
1.1088	0.01
1.1089	0.01
1.109	0.01
1.1091	0.01
1.1092	0.01
1.1093	0.01
1.1094	0.01
1.1095	0.01
1.1096	0.01
1.1097	0.01
1.1098	0.01
1.1099	0.01
1.11	0.01
